Month,BSC,Province,District,Cluster,Site Name,latitude,longitude,Home Op Customer Count,Comp A Customer Count,Comp B Customer Count,Comp C Customer Count,Comp D Customer Count,Total Customer Count,Home Op Market Share,Comp A Market Share,Comp B Market Share,Comp C Market Share,Comp D Market Share,Market Share
September,Masvingo,Masvingo,Masvingo Urban,Masvingo Urban,Majange,-20.100632,30.822597,772,199,40,32,0,1043,74.02,19.08,3.84,3.07,0,2
September,Masvingo,Masvingo,Masvingo Urban,Masvingo Urban,Masvingo BSC,-20.06158,30.80918,1590,208,77,32,0,1907,83.38,10.91,4.04,1.68,0,3
September,Masvingo,Masvingo,Masvingo Urban,Masvingo Urban,Masvingo Caravan Park,-20.06625,30.83895,2747,564,112,91,1,3515,78.15,16.05,3.19,2.59,0.03,3
September,Masvingo,Masvingo,Masvingo Urban,Masvingo Urban,Masvingo Caravan Park,-20.064677,30.838515,208,57,7,7,0,279,74.55,20.43,2.51,2.51,0,2
September,Masvingo,Masvingo,Masvingo Urban,Masvingo Urban,Masvingo EDGARS Micro,-20.07214,30.834017,177,35,14,13,0,239,74.06,14.64,5.86,5.44,0,2
September,Masvingo,Masvingo,Masvingo Urban,Masvingo Urban,Masvingo EDGARS Micro,-20.07214,30.83402,99,22,4,1,0,126,78.57,17.46,3.17,0.79,0,3
September,Masvingo,Masvingo,Masvingo Urban,Masvingo Urban,Masvingo Industries,-20.069666,30.826432,32,7,0,1,0,40,80,17.5,0,2.5,0,3
September,Masvingo,Masvingo,Masvingo Urban,Masvingo Urban,Masvingo Industries,-20.06929,30.82607,829,133,21,27,0,1010,82.08,13.17,2.08,2.67,0,3
September,Masvingo,Masvingo,Masvingo Urban,Masvingo Urban,Masvingo Kubatana Centre Micro,-20.07379,30.83395,314,53,10,4,0,381,82.41,13.91,2.62,1.05,0,3
September,Masvingo,Masvingo,Masvingo Urban,Masvingo Urban,Masvingo Kubatana Centre Micro,-20.073789,30.833951,184,30,8,3,0,225,81.78,13.33,3.56,1.33,0,3
September,Masvingo,Masvingo,Masvingo Urban,Masvingo Urban,Masvingo Morningside,-20.125041,30.841679,217,21,6,9,0,253,85.77,8.3,2.37,3.56,0,3
September,Masvingo,Masvingo,Masvingo Urban,Masvingo Urban,Masvingo Morningside,-20.11684,30.84129,319,54,14,8,0,395,80.76,13.67,3.54,2.03,0,3
September,Masvingo,Masvingo,Masvingo Urban,Masvingo Urban,Masvingo Rhodene,-20.06011,30.82262,2597,515,121,96,2,3331,77.96,15.46,3.63,2.88,0.06,3
September,Masvingo,Masvingo,Masvingo Urban,Masvingo Urban,Masvingo Rhodene,-20.060092,30.822636,294,68,16,37,0,415,70.84,16.39,3.86,8.92,0,2
September,Masvingo,Masvingo,Masvingo Urban,Masvingo Urban,Masvingo Rhodene 2,-20.045923,30.819804,444,108,22,29,0,603,73.63,17.91,3.65,4.81,0,2
September,Masvingo,Masvingo,Masvingo Urban,Masvingo Urban,Masvingo Rhodene 2,-20.04556,30.81935,1445,251,80,80,0,1856,77.86,13.52,4.31,4.31,0,3
September,Masvingo,Masvingo,Masvingo Urban,Masvingo Urban,Masvingo Runyararo,-20.08655,30.7982,6667,947,330,72,0,8016,83.17,11.81,4.12,0.9,0,3
September,Masvingo,Masvingo,Masvingo Urban,Masvingo Urban,Masvingo Runyararo,-20.086478,30.798265,901,189,55,21,0,1166,77.27,16.21,4.72,1.8,0,3
September,Masvingo,Masvingo,Masvingo Urban,Masvingo Urban,Masvingo Zimre,-20.07522,30.83205,5990,902,273,103,2,7270,82.39,12.41,3.76,1.42,0.03,3
September,Masvingo,Masvingo,Masvingo Urban,Masvingo Urban,Masvingo Zimre,-20.074965,30.832043,357,72,19,9,0,457,78.12,15.75,4.16,1.97,0,3
September,Masvingo,Masvingo,Masvingo Urban,Masvingo Urban,Mucheke,-20.07795,30.81399,2951,425,140,37,0,3553,83.06,11.96,3.94,1.04,0,3
September,Masvingo,Masvingo,Masvingo Urban,Masvingo Urban,Mucheke F,-20.09994,30.81061,3796,594,184,57,0,4631,81.97,12.83,3.97,1.23,0,3
September,Masvingo,Masvingo,Masvingo Urban,Masvingo Urban,Mucheke Musika,-20.07752,30.81917,2696,373,91,34,0,3194,84.41,11.68,2.85,1.06,0,3
September,Masvingo,Masvingo,Masvingo Urban,Masvingo Urban,Pangolin,-20.09094,30.81876,2329,467,121,53,0,2970,78.42,15.72,4.07,1.78,0,3
September,Masvingo,Masvingo,Masvingo Urban,Masvingo Urban,Rujeko,-20.08361,30.84037,9717,1930,448,172,0,12267,79.21,15.73,3.65,1.4,0,3
September,Masvingo,Masvingo,Masvingo Urban,Masvingo Urban,Rujeko,-20.083602,30.840292,1002,248,60,19,0,1329,75.4,18.66,4.51,1.43,0,3
September,Masvingo,Masvingo,Masvingo Urban,Masvingo Urban,Rujeko A,-20.08806,30.83515,2164,443,102,25,0,2734,79.15,16.2,3.73,0.91,0,3
September,Masvingo,Masvingo,Masvingo Urban,Masvingo Urban,Sisk,-20.09095,30.8108,1998,319,105,23,0,2445,81.72,13.05,4.29,0.94,0,3
September,Masvingo,Masvingo,Masvingo Urban,Masvingo Urban,Sisk 2,-20.08553,30.80917,4423,637,256,46,1,5363,82.47,11.88,4.77,0.86,0.02,3
September,Masvingo,Masvingo,Masvingo Urban,Masvingo Urban,Yeukai,-20.09377,30.8092,1815,313,90,32,0,2250,80.67,13.91,4,1.42,0,3
September,Masvingo,Masvingo,Masvingo Urban,Masvingo Urban,Yeukai,-20.093732,30.809272,633,103,40,18,0,794,79.72,12.97,5.04,2.27,0,3
September,Masvingo,Masvingo,Masvingo Urban,Masvingo Urban,Zimbabwe Court,-20.071486,30.832507,101,21,8,5,1,136,74.26,15.44,5.88,3.68,0.74,2
September,Masvingo,Masvingo,Masvingo Urban,Masvingo Urban,Zimbabwe Court,-20.07126,30.83053,1672,288,66,89,0,2115,79.05,13.62,3.12,4.21,0,3
September,Masvingo,Masvingo,Mwenezi,Mwenezi,Alko,-21.57578,30.60092,449,129,22,1,0,601,74.71,21.46,3.66,0.17,0,2
September,Masvingo,Masvingo,Mwenezi,Mwenezi,Alko,-21.575778,30.600917,15,8,1,0,0,24,62.5,33.33,4.17,0,0,1
September,Masvingo,Masvingo,Mwenezi,Mwenezi,Maranda,-21.156083,30.323806,966,77,10,2,0,1055,91.56,7.3,0.95,0.19,0,3
September,Masvingo,Masvingo,Mwenezi,Mwenezi,Maranda,-21.15608,30.32381,8370,1110,95,24,0,9599,87.2,11.56,0.99,0.25,0,3
September,Masvingo,Masvingo,Mwenezi,Mwenezi,Matibhi,-20.76126,30.49275,2553,636,49,10,0,3248,78.6,19.58,1.51,0.31,0,3
September,Masvingo,Masvingo,Mwenezi,Mwenezi,Matibhi,-20.761258,30.49275,699,149,9,6,0,863,81,17.27,1.04,0.7,0,3
September,Masvingo,Masvingo,Mwenezi,Mwenezi,Mbizi,-21.393951,31.019265,92,6,1,1,0,100,92,6,1,1,0,3
September,Masvingo,Masvingo,Mwenezi,Mwenezi,Mbizi,-21.39395,31.01927,7203,514,94,10,0,7821,92.1,6.57,1.2,0.13,0,3
September,Masvingo,Masvingo,Mwenezi,Mwenezi,Mwenezana,-21.3668,30.62225,3382,377,69,16,0,3844,87.98,9.81,1.8,0.42,0,3
September,Masvingo,Masvingo,Mwenezi,Mwenezi,Mwenezana,-21.366798,30.622245,788,113,15,6,0,922,85.47,12.26,1.63,0.65,0,3
September,Masvingo,Masvingo,Mwenezi,Mwenezi,Mwenezi,-21.420972,30.727139,796,97,42,8,0,943,84.41,10.29,4.45,0.85,0,3
September,Masvingo,Masvingo,Mwenezi,Mwenezi,Mwenezi,-21.42097,30.72714,1323,149,50,11,0,1533,86.3,9.72,3.26,0.72,0,3
September,Masvingo,Masvingo,Mwenezi,Mwenezi,Negari,-20.864472,30.687889,1153,122,38,3,0,1316,87.61,9.27,2.89,0.23,0,3
September,Masvingo,Masvingo,Mwenezi,Mwenezi,Negari,-20.86447,30.68789,2712,259,55,6,0,3032,89.45,8.54,1.81,0.2,0,3
September,Masvingo,Masvingo,Mwenezi,Mwenezi,Neshuro,-20.9474,30.628,1460,163,27,12,0,1662,87.85,9.81,1.62,0.72,0,3
September,Masvingo,Masvingo,Mwenezi,Mwenezi,Neshuro,-20.94739,30.62803,3808,420,65,23,0,4316,88.23,9.73,1.51,0.53,0,3
September,Masvingo,Masvingo,Mwenezi,Mwenezi,Nuanetsi Ranch,-21.50317,30.79383,322,38,7,6,0,373,86.33,10.19,1.88,1.61,0,3
September,Masvingo,Masvingo,Mwenezi,Mwenezi,Rutenga,-21.175083,30.748778,276,35,6,0,0,317,87.07,11.04,1.89,0,0,3
September,Masvingo,Masvingo,Mwenezi,Mwenezi,Rutenga,-21.17508,30.74878,1176,109,16,4,1,1306,90.05,8.35,1.23,0.31,0.08,3
September,Masvingo,Masvingo,Mwenezi,Mwenezi,Rutenga BC,-21.23124,30.72902,6021,887,234,45,0,7187,83.78,12.34,3.26,0.63,0,3
September,Masvingo,Masvingo,Mwenezi,Mwenezi,Rutenga BC,-21.23124,30.729021,2812,468,153,28,0,3461,81.25,13.52,4.42,0.81,0,3
September,Masvingo,Masvingo,Mwenezi,Mwenezi,Rutenga ZBC,-21.25339,30.7375,2185,349,41,4,0,2579,84.72,13.53,1.59,0.16,0,3
September,Masvingo,Masvingo,Mwenezi,Mwenezi,Rutenga ZBC,-21.253389,30.7375,235,36,10,1,0,282,83.33,12.77,3.55,0.35,0,3
September,Masvingo,Masvingo,Mwenezi,Mwenezi,Sarahuru,-20.99392,30.57706,5382,442,54,19,0,5897,91.27,7.5,0.92,0.32,0,3
September,Masvingo,Masvingo,Mwenezi,Mwenezi,Sarahuru,-20.993917,30.577056,760,61,6,4,0,831,91.46,7.34,0.72,0.48,0,3
September,Masvingo,Masvingo,Mwenezi,Mwenezi,Vilivili,-20.977592,30.770669,541,46,42,4,0,633,85.47,7.27,6.64,0.63,0,3
September,Masvingo,Masvingo,Mwenezi,Mwenezi,Vilivili,-20.97759,30.77067,2885,232,89,6,0,3212,89.82,7.22,2.77,0.19,0,3
September,Masvingo,Masvingo,Triangle,Chiredzi,Triangle Hospital,-21.04035,31.45657,1430,210,32,33,1,1706,83.82,12.31,1.88,1.93,0.06,3
September,Masvingo,Masvingo,Zaka,Zaka,Chivamba,-20.6121,31.4159,2500,350,30,10,0,2890,86.51,12.11,1.04,0.35,0,3
September,Masvingo,Masvingo,Zaka,Zaka,Chivamba,-20.61208,31.41589,16603,2268,172,45,1,19089,86.98,11.88,0.9,0.24,0.01,3
September,Masvingo,Masvingo,Zaka,Zaka,Jerera,-20.40056,31.45028,10031,1240,195,62,1,11529,87.01,10.76,1.69,0.54,0.01,3
September,Masvingo,Masvingo,Zaka,Zaka,Jerera 2,-20.408344,31.447548,8787,1024,165,56,1,10033,87.58,10.21,1.64,0.56,0.01,3
September,Masvingo,Masvingo,Zaka,Zaka,Ndanga,-20.17289,31.31289,7082,807,131,43,1,8064,87.82,10.01,1.62,0.53,0.01,3
September,Masvingo,Masvingo,Zaka,Zaka,Ndanga,-20.172889,31.312889,224,28,2,1,0,255,87.84,10.98,0.78,0.39,0,3
September,Masvingo,Masvingo,Zaka,Zaka,Nyakunhuhwa,-20.295164,31.151189,686,62,11,7,0,766,89.56,8.09,1.44,0.91,0,3
September,Masvingo,Masvingo,Zaka,Zaka,Nyakunhuhwa,-20.29516,31.15119,4651,507,84,21,0,5263,88.37,9.63,1.6,0.4,0,3
September,Masvingo,Masvingo,Zaka,Zaka,Zaka,-20.3365,31.44869,8476,1075,204,41,1,9797,86.52,10.97,2.08,0.42,0.01,3
September,Matebeleland,Bulawayo,Bubi,Bulawayo_2,Jungle Trenance,-20.09477,28.57302,361,174,31,16,1,583,61.92,29.85,5.32,2.74,0.17,1
September,Matebeleland,Bulawayo,Bulawayo,Bulawayo Burnside,Bulawayo Trade Fair,-20.170112,28.589661,138,46,14,20,0,218,63.3,21.1,6.42,9.17,0,1
September,Matebeleland,Bulawayo,Bulawayo,Bulawayo Burnside,Bulawayo Trade Fair,-20.1698,28.58899,311,105,22,29,1,468,66.45,22.44,4.7,6.2,0.21,1
September,Matebeleland,Bulawayo,Bulawayo,Bulawayo Burnside,Burnside,-20.21944,28.59321,939,287,83,83,4,1396,67.26,20.56,5.95,5.95,0.29,1
September,Matebeleland,Bulawayo,Bulawayo,Bulawayo Burnside,Burnside,-20.219418,28.59318,911,285,50,136,3,1385,65.78,20.58,3.61,9.82,0.22,1
September,Matebeleland,Bulawayo,Bulawayo,Bulawayo Burnside,Fairspire,-20.17296,28.58583,1163,378,75,139,3,1758,66.15,21.5,4.27,7.91,0.17,1
September,Matebeleland,Bulawayo,Bulawayo,Bulawayo Burnside,Famona,-20.16607,28.58561,448,158,35,44,0,685,65.4,23.07,5.11,6.42,0,1
September,Matebeleland,Bulawayo,Bulawayo,Bulawayo Burnside,Fourwinds,-20.216444,28.579034,1743,596,114,187,1,2641,66,22.57,4.32,7.08,0.04,1
September,Matebeleland,Bulawayo,Bulawayo,Bulawayo Burnside,Fourwinds,-20.21533,28.57903,980,322,59,56,1,1418,69.11,22.71,4.16,3.95,0.07,1
September,Matebeleland,Bulawayo,Bulawayo,Bulawayo Burnside,Hillcrest,-20.185744,28.588107,1522,470,106,214,2,2314,65.77,20.31,4.58,9.25,0.09,1
September,Matebeleland,Bulawayo,Bulawayo,Bulawayo Burnside,Hillcrest,-20.18566,28.58817,642,205,66,54,1,968,66.32,21.18,6.82,5.58,0.1,1
September,Matebeleland,Bulawayo,Bulawayo,Bulawayo Burnside,Hillside 2 Bulawayo,-20.20137,28.59708,591,187,39,45,0,862,68.56,21.69,4.52,5.22,0,1
September,Matebeleland,Bulawayo,Bulawayo,Bulawayo Burnside,Hillside 2 Bulawayo,-20.201366,28.596884,667,208,49,106,5,1035,64.44,20.1,4.73,10.24,0.48,1
September,Matebeleland,Bulawayo,Bulawayo,Bulawayo Burnside,Ingutsheni Hospital,-20.181735,28.575269,972,318,55,74,3,1422,68.35,22.36,3.87,5.2,0.21,1
September,Matebeleland,Bulawayo,Bulawayo,Bulawayo Burnside,Ingutsheni Hospital,-20.18147,28.57553,1043,355,79,87,2,1566,66.6,22.67,5.04,5.56,0.13,1
September,Matebeleland,Bulawayo,Bulawayo,Bulawayo Burnside,Morningside Bulawayo,-20.20103,28.58435,2559,812,172,239,2,3784,67.63,21.46,4.55,6.32,0.05,1
September,Matebeleland,Bulawayo,Bulawayo,Bulawayo Burnside,Suburbs 2,-20.169197,28.596041,502,151,30,153,2,838,59.9,18.02,3.58,18.26,0.24,1
September,Matebeleland,Bulawayo,Bulawayo,Bulawayo Burnside,Suburbs 2,-20.16908,28.59594,2927,899,187,287,4,4304,68.01,20.89,4.34,6.67,0.09,1
September,Matebeleland,Bulawayo,Bulawayo,Bulawayo Burnside,suburbs,-20.15997,28.60035,1136,337,81,135,1,1690,67.22,19.94,4.79,7.99,0.06,1
September,Matebeleland,Bulawayo,Bulawayo,Bulawayo CBD,55 Jason Moyo,-20.14997,28.58506,4798,1617,443,273,4,7135,67.25,22.66,6.21,3.83,0.06,1
September,Matebeleland,Bulawayo,Bulawayo,Bulawayo CBD,55 Jason Moyo,-20.149868,28.585048,314,120,29,39,0,502,62.55,23.9,5.78,7.77,0,1
September,Matebeleland,Bulawayo,Bulawayo,Bulawayo CBD,64 Robert Mugabe,-20.15203,28.58788,1565,470,110,115,0,2260,69.25,20.8,4.87,5.09,0,1
September,Matebeleland,Bulawayo,Bulawayo,Bulawayo CBD,64 Robert Mugabe,-20.151755,28.587952,176,42,14,21,1,254,69.29,16.54,5.51,8.27,0.39,1
September,Matebeleland,Bulawayo,Bulawayo,Bulawayo CBD,Advorb Hardware,-20.16286,28.58003,2079,715,151,188,4,3137,66.27,22.79,4.81,5.99,0.13,1
September,Matebeleland,Bulawayo,Bulawayo,Bulawayo CBD,Africa Unity Village Micro (6th_Jason Moyo),-20.151651,28.583199,14,9,0,0,0,23,60.87,39.13,0,0,0,1
September,Matebeleland,Bulawayo,Bulawayo,Bulawayo CBD,Africa Unity Village Micro (6th_Jason Moyo),-20.15165,28.5832,85,27,9,4,0,125,68,21.6,7.2,3.2,0,1
September,Matebeleland,Bulawayo,Bulawayo,Bulawayo CBD,Anchor House,-20.15963,28.57989,41,15,4,4,0,64,64.06,23.44,6.25,6.25,0,1
September,Matebeleland,Bulawayo,Bulawayo,Bulawayo CBD,Anchor House,-20.15959,28.57974,4340,1505,307,287,1,6440,67.39,23.37,4.77,4.46,0.02,1
September,Matebeleland,Bulawayo,Bulawayo,Bulawayo CBD,Bulawayo Centre IBS,-20.15634,28.58098,25,4,3,1,0,33,75.76,12.12,9.09,3.03,0,3
September,Matebeleland,Bulawayo,Bulawayo,Bulawayo CBD,Bulawayo Fidelity House IBS,-20.1591,28.5837,56,15,3,8,0,82,68.29,18.29,3.66,9.76,0,1
September,Matebeleland,Bulawayo,Bulawayo,Bulawayo CBD,Bulawayo NRZ IBS,-20.157357,28.584526,16,11,0,1,0,28,57.14,39.29,0,3.57,0,1
September,Matebeleland,Bulawayo,Bulawayo,Bulawayo CBD,Bulawayo NRZ IBS,-20.15711,28.58435,54,17,4,12,0,87,62.07,19.54,4.6,13.79,0,1
September,Matebeleland,Bulawayo,Bulawayo,Bulawayo CBD,Bulawayo Old Mutual IBS,-20.1548,28.58387,93,20,8,15,0,136,68.38,14.71,5.88,11.03,0,1
September,Matebeleland,Bulawayo,Bulawayo,Bulawayo CBD,Bulawayo Public Library Micro (8th_Fort St),-20.154464,28.580854,42,15,0,4,0,61,68.85,24.59,0,6.56,0,1
September,Matebeleland,Bulawayo,Bulawayo,Bulawayo CBD,Bulawayo Public Library Micro (8th_Fort St),-20.15446,28.58085,84,34,10,9,0,137,61.31,24.82,7.3,6.57,0,1
September,Matebeleland,Bulawayo,Bulawayo,Bulawayo CBD,Bulawayo Rainbow Hotel IBS,-20.15859,28.587,66,19,4,9,0,98,67.35,19.39,4.08,9.18,0,1
September,Matebeleland,Bulawayo,Bulawayo,Bulawayo CBD,Charter House Micro (Fort_ L Takawaira),-20.152823,28.581636,76,30,10,0,0,116,65.52,25.86,8.62,0,0,1
September,Matebeleland,Bulawayo,Bulawayo,Bulawayo CBD,Charter House Micro (Fort_ L Takawaira),-20.15282,28.58164,233,70,19,10,0,332,70.18,21.08,5.72,3.01,0,2
September,Matebeleland,Bulawayo,Bulawayo,Bulawayo CBD,City Hall Micro (8th_G Silundika St),-20.156214,28.585693,48,14,2,2,0,66,72.73,21.21,3.03,3.03,0,2
September,Matebeleland,Bulawayo,Bulawayo,Bulawayo CBD,City Hall Micro (8th_G Silundika St),-20.15621,28.58569,318,127,26,30,1,502,63.35,25.3,5.18,5.98,0.2,1
September,Matebeleland,Bulawayo,Bulawayo,Bulawayo CBD,Home Op House Basement Micro,-20.15406,28.58734,1,0,0,0,0,1,100,0,0,0,0,3
September,Matebeleland,Bulawayo,Bulawayo,Bulawayo CBD,Home Op House Basement Micro,-20.153974,28.587365,53,11,1,7,0,72,73.61,15.28,1.39,9.72,0,2
September,Matebeleland,Bulawayo,Bulawayo,Bulawayo CBD,Home Op House Bulawayo,-20.15406,28.58734,849,289,65,67,0,1270,66.85,22.76,5.12,5.28,0,1
September,Matebeleland,Bulawayo,Bulawayo,Bulawayo CBD,Home Op House Bulawayo,-20.153974,28.587365,136,40,10,11,0,197,69.04,20.3,5.08,5.58,0,1
September,Matebeleland,Bulawayo,Bulawayo,Bulawayo CBD,Edgars Bulawayo,-20.15585,28.5796,1276,429,100,113,0,1918,66.53,22.37,5.21,5.89,0,1
September,Matebeleland,Bulawayo,Bulawayo,Bulawayo CBD,Edgars Bulawayo,-20.155758,28.579594,70,30,4,3,0,107,65.42,28.04,3.74,2.8,0,1
September,Matebeleland,Bulawayo,Bulawayo,Bulawayo CBD,Federal house,-20.14481,28.58345,1480,475,113,99,1,2168,68.27,21.91,5.21,4.57,0.05,1
September,Matebeleland,Bulawayo,Bulawayo,Bulawayo CBD,Godini Bus Terminus,-20.1528,28.58,5692,2183,511,157,3,8546,66.6,25.54,5.98,1.84,0.04,1
September,Matebeleland,Bulawayo,Bulawayo,Bulawayo CBD,Godini Bus Terminus,-20.152772,28.580105,305,108,28,16,0,457,66.74,23.63,6.13,3.5,0,1
September,Matebeleland,Bulawayo,Bulawayo,Bulawayo CBD,Godini Terminus Micro (10th_5 St),-20.151993,28.579412,161,52,23,6,0,242,66.53,21.49,9.5,2.48,0,1
September,Matebeleland,Bulawayo,Bulawayo,Bulawayo CBD,Godini Terminus Micro (10th_5 St),-20.15199,28.57941,226,73,20,3,0,322,70.19,22.67,6.21,0.93,0,2
September,Matebeleland,Bulawayo,Bulawayo,Bulawayo CBD,Haefffilis Micro,-20.15867,28.58383,39,10,4,4,0,57,68.42,17.54,7.02,7.02,0,1
September,Matebeleland,Bulawayo,Bulawayo,Bulawayo CBD,Haefffilis Micro,-20.158665,28.583834,7,2,2,2,0,13,53.85,15.38,15.38,15.38,0,1
September,Matebeleland,Bulawayo,Bulawayo,Bulawayo CBD,Innscor Micro (8th_Jason Moyo),-20.15474,28.58323,208,66,13,17,0,304,68.42,21.71,4.28,5.59,0,1
September,Matebeleland,Bulawayo,Bulawayo,Bulawayo CBD,Innscor Micro (8th_Jason Moyo),-20.154739,28.583233,64,30,7,11,0,112,57.14,26.79,6.25,9.82,0,1
September,Matebeleland,Bulawayo,Bulawayo,Bulawayo CBD,LAPF House IBS,-20.15532,28.58356,58,8,1,6,0,73,79.45,10.96,1.37,8.22,0,3
September,Matebeleland,Bulawayo,Bulawayo,Bulawayo CBD,Mimosa House,-20.155701,28.581459,115,32,11,10,0,168,68.45,19.05,6.55,5.95,0,1
September,Matebeleland,Bulawayo,Bulawayo,Bulawayo CBD,Mimosa House,-20.15563,28.58124,1034,389,85,87,0,1595,64.83,24.39,5.33,5.45,0,1
September,Matebeleland,Bulawayo,Bulawayo,Bulawayo CBD,NRZ Bulawayo,-20.157357,28.584526,11,0,0,0,0,11,100,0,0,0,0,3
September,Matebeleland,Bulawayo,Bulawayo,Bulawayo CBD,NRZ Bulawayo,-20.15711,28.58435,3642,1221,266,257,1,5387,67.61,22.67,4.94,4.77,0.02,1
September,Matebeleland,Bulawayo,Bulawayo,Bulawayo CBD,NSSA House Bulawayo,-20.15351,28.58282,2181,766,188,149,2,3286,66.37,23.31,5.72,4.53,0.06,1
September,Matebeleland,Bulawayo,Bulawayo,Bulawayo CBD,NSSA House Bulawayo,-20.15344,28.58275,127,52,9,4,0,192,66.15,27.08,4.69,2.08,0,1
September,Matebeleland,Bulawayo,Bulawayo,Bulawayo CBD,Palace Hotel,-20.158375,28.582653,254,92,21,21,0,388,65.46,23.71,5.41,5.41,0,1
September,Matebeleland,Bulawayo,Bulawayo,Bulawayo CBD,Palace Hotel,-20.15833,28.5827,2001,637,165,181,0,2984,67.06,21.35,5.53,6.07,0,1
September,Matebeleland,Bulawayo,Bulawayo,Bulawayo CBD,Parkview Flats,-20.15666,28.58917,571,204,55,71,1,902,63.3,22.62,6.1,7.87,0.11,1
September,Matebeleland,Bulawayo,Bulawayo,Bulawayo CBD,Pioneer House IBS,-20.15478,28.58426,123,49,10,41,0,223,55.16,21.97,4.48,18.39,0,1
September,Matebeleland,Bulawayo,Bulawayo,Bulawayo CBD,Rainbow Hotel,-20.15859,28.587,1827,572,123,222,1,2745,66.56,20.84,4.48,8.09,0.04,1
September,Matebeleland,Bulawayo,Bulawayo,Bulawayo CBD,Rainbow Hotel,-20.158526,28.587059,269,106,23,27,0,425,63.29,24.94,5.41,6.35,0,1
September,Matebeleland,Bulawayo,Bulawayo,Bulawayo CBD,Steward Bank Micro,-20.161035,28.583986,11,2,0,2,0,15,73.33,13.33,0,13.33,0,2
September,Matebeleland,Bulawayo,Bulawayo,Bulawayo CBD,TM Hyper Micro,-20.157461,28.579278,20,14,2,0,0,36,55.56,38.89,5.56,0,0,1
September,Matebeleland,Bulawayo,Bulawayo,Bulawayo CBD,TM Hyper Micro,-20.15746,28.57928,199,99,17,5,0,320,62.19,30.94,5.31,1.56,0,1
September,Matebeleland,Bulawayo,Bulawayo,Bulawayo CBD,Tower Block IBS,-20.15491,28.58789,96,30,9,11,0,146,65.75,20.55,6.16,7.53,0,1
September,Matebeleland,Bulawayo,Bulawayo,Bulawayo CBD,Warnborough,-20.14886,28.58348,3501,1195,259,208,1,5164,67.8,23.14,5.02,4.03,0.02,1
September,Matebeleland,Bulawayo,Bulawayo,Bulawayo CBD,Warnborough,-20.148856,28.583577,231,75,22,18,0,346,66.76,21.68,6.36,5.2,0,1
September,Matebeleland,Bulawayo,Bulawayo,Bulawayo CBD,ZIMDEF House IBS,-20.15461,28.58057,43,15,3,8,0,69,62.32,21.74,4.35,11.59,0,1
September,Matebeleland,Bulawayo,Bulawayo,Bulawayo CBD,Zaks Place,-20.1635,28.58517,1150,311,77,122,2,1662,69.19,18.71,4.63,7.34,0.12,1
September,Matebeleland,Bulawayo,Bulawayo,Bulawayo CBD,Zaks Place,-20.163352,28.585097,137,38,9,12,0,196,69.9,19.39,4.59,6.12,0,1
September,Matebeleland,Bulawayo,Bulawayo,Bulawayo Hillside,Bulawayo Holiday Inn IBS,-20.16098,28.60904,25,4,1,0,0,30,83.33,13.33,3.33,0,0,3
September,Matebeleland,Bulawayo,Bulawayo,Bulawayo Hillside,Burnside 2,-20.21514,28.61561,511,159,26,32,0,728,70.19,21.84,3.57,4.4,0,2
September,Matebeleland,Bulawayo,Bulawayo,Bulawayo Hillside,Burnside 2,-20.215075,28.616233,1074,363,61,149,1,1648,65.17,22.03,3.7,9.04,0.06,1
September,Matebeleland,Bulawayo,Bulawayo,Bulawayo Hillside,Burnside 3,-20.210472,28.604694,942,288,44,183,9,1466,64.26,19.65,3,12.48,0.61,1
September,Matebeleland,Bulawayo,Bulawayo,Bulawayo Hillside,Burnside 3,-20.21047,28.60469,565,187,53,46,0,851,66.39,21.97,6.23,5.41,0,1
September,Matebeleland,Bulawayo,Bulawayo,Bulawayo Hillside,Fortunes Gate,-20.21084,28.63694,1820,599,113,79,1,2612,69.68,22.93,4.33,3.02,0.04,1
September,Matebeleland,Bulawayo,Bulawayo,Bulawayo Hillside,Fortunes Gate,-20.208949,28.63234,577,192,38,69,1,877,65.79,21.89,4.33,7.87,0.11,1
September,Matebeleland,Bulawayo,Bulawayo,Bulawayo Hillside,Hillside 3 Bulawayo,-20.19154,28.600951,2830,872,159,463,9,4333,65.31,20.12,3.67,10.69,0.21,1
September,Matebeleland,Bulawayo,Bulawayo,Bulawayo Hillside,Hillside 3 Bulawayo,-20.19153,28.60092,1555,465,95,126,2,2243,69.33,20.73,4.24,5.62,0.09,1
September,Matebeleland,Bulawayo,Bulawayo,Bulawayo Hillside,Hillside Bulawayo,-20.188932,28.616593,866,260,64,153,1,1344,64.43,19.35,4.76,11.38,0.07,1
September,Matebeleland,Bulawayo,Bulawayo,Bulawayo Hillside,Hillside Bulawayo,-20.1889,28.61656,638,183,45,36,0,902,70.73,20.29,4.99,3.99,0,2
September,Matebeleland,Bulawayo,Bulawayo,Bulawayo Hillside,Hillside Dams,-20.20001,28.61632,254,78,19,22,3,376,67.55,20.74,5.05,5.85,0.8,1
September,Matebeleland,Bulawayo,Bulawayo,Bulawayo Hillside,Hillside Dams,-20.199957,28.616325,470,142,29,77,0,718,65.46,19.78,4.04,10.72,0,1
September,Matebeleland,Bulawayo,Bulawayo,Bulawayo Hillside,Hillside East,-20.18956,28.63011,821,241,50,36,0,1148,71.52,20.99,4.36,3.14,0,2
