Month,BSC,Province,District,Cluster,Site Name,latitude,longitude,Home Op Customer Count,Comp A Customer Count,Comp B Customer Count,Comp C Customer Count,Comp D Customer Count,Total Customer Count,Home Op Market Share,Comp A Market Share,Comp B Market Share,Comp C Market Share,Comp D Market Share,Market Share
September,Harare North,Harare,Harare,Mt Pleasant,Little Norfolk,-17.77669,31.04684,1423,320,140,131,4,2018,70.52,15.86,6.94,6.49,0.2,2
September,Harare North,Harare,Harare,Mt Pleasant,Little Norfolk,-17.776688,31.046838,294,60,13,65,1,433,67.9,13.86,3,15.01,0.23,1
September,Harare North,Harare,Harare,Mt Pleasant,Mt Pleasant (Bond Shops),-17.76848,31.04523,345,68,37,37,0,487,70.84,13.96,7.6,7.6,0,2
September,Harare North,Harare,Harare,Mt Pleasant,Mt Pleasant 2 (Delano Place),-17.76768,31.060599,944,220,65,148,6,1383,68.26,15.91,4.7,10.7,0.43,1
September,Harare North,Harare,Harare,Mt Pleasant,Mt Pleasant 2 (Delano Place),-17.76768,31.0606,2343,483,204,139,6,3175,73.8,15.21,6.43,4.38,0.19,2
September,Harare North,Harare,Harare,Mt Pleasant,Mt Pleasant Business Park IBS,-17.76462,31.03422,40,7,4,2,1,54,74.07,12.96,7.41,3.7,1.85,2
September,Harare North,Harare,Harare,Mt Pleasant,Northwood,-17.745504,31.03908,310,69,14,55,1,449,69.04,15.37,3.12,12.25,0.22,1
September,Harare North,Harare,Harare,Mt Pleasant,Northwood,-17.7455,31.03908,1450,337,101,121,0,2009,72.18,16.77,5.03,6.02,0,2
September,Harare North,Harare,Harare,Mt Pleasant,Northwood 2,-17.751315,31.05498,660,147,52,137,4,1000,66,14.7,5.2,13.7,0.4,1
September,Harare North,Harare,Harare,Mt Pleasant,Northwood 2,-17.75131,31.05498,1938,433,178,117,6,2672,72.53,16.21,6.66,4.38,0.22,2
September,Harare North,Harare,Harare,Mt Pleasant,Northwood 3,-17.7531,31.04276,2233,470,182,177,6,3068,72.78,15.32,5.93,5.77,0.2,2
September,Harare North,Harare,Harare,Mt Pleasant,Sam Levys,-17.75974,31.08613,5152,604,271,269,26,6322,81.49,9.55,4.29,4.25,0.41,3
September,Harare North,Harare,Harare,Mt Pleasant,Sam Levys,-17.759735,31.086125,608,128,39,131,4,910,66.81,14.07,4.29,14.4,0.44,1
September,Harare North,Harare,Harare,Mt Pleasant,UZ College Road,-17.78536,31.06243,5322,1484,491,319,13,7629,69.76,19.45,6.44,4.18,0.17,1
September,Harare North,Harare,Harare,Mt Pleasant,UZ Test Site,-17.78145,31.04873,484,129,48,17,2,680,71.18,18.97,7.06,2.5,0.29,2
September,Harare North,Harare,Harare,Mt Pleasant,University of Zimbabwe,-17.780071,31.053877,249,99,31,13,0,392,63.52,25.26,7.91,3.32,0,1
September,Harare North,Harare,Harare,Mt Pleasant,University of Zimbabwe,-17.78007,31.05388,1768,530,158,61,4,2521,70.13,21.02,6.27,2.42,0.16,2
September,Harare North,Harare,Harare,Mt Pleasant,Vainona,-17.75825,31.06578,1124,226,95,67,4,1516,74.14,14.91,6.27,4.42,0.26,2
September,Harare North,Harare,Harare,Mt Pleasant,Westgate Roundabout,-17.76027,30.97948,3105,661,284,131,4,4185,74.19,15.79,6.79,3.13,0.1,2
September,Harare North,Harare,Harare,Warren Park,National Sports Stadium,-17.819882,30.994625,267,75,27,19,1,389,68.64,19.28,6.94,4.88,0.26,1
September,Harare North,Harare,Harare,Warren Park,National Sports Stadium,-17.81988,30.99463,1485,323,146,45,4,2003,74.14,16.13,7.29,2.25,0.2,2
September,Harare North,Harare,Harare,Warren Park,Westlea,-17.81973,30.97778,5419,1239,451,145,9,7263,74.61,17.06,6.21,2,0.12,2
September,Harare North,Harare,Harare,Warren Park,Westlea,-17.819725,30.97778,1096,286,89,36,1,1508,72.68,18.97,5.9,2.39,0.07,2
September,Harare North,Harare,Harare,Westgate,Adylinn,-17.763202,30.988395,489,134,35,52,2,712,68.68,18.82,4.92,7.3,0.28,1
September,Harare North,Harare,Harare,Westgate,Adylinn,-17.7632,30.9884,1329,258,116,76,2,1781,74.62,14.49,6.51,4.27,0.11,2
September,Harare North,Harare,Harare,Westgate,Ashbrittle,-17.75707,31.02662,1301,278,111,88,6,1784,72.93,15.58,6.22,4.93,0.34,2
September,Harare North,Harare,Harare,Westgate,Ashbrittle,-17.757066,31.026617,297,72,29,37,2,437,67.96,16.48,6.64,8.47,0.46,1
September,Harare North,Harare,Harare,Westgate,Avonlea 2,-17.766911,31.012238,535,130,46,77,6,794,67.38,16.37,5.79,9.7,0.76,1
September,Harare North,Harare,Harare,Westgate,Avonlea 2,-17.76691,31.01224,1046,221,105,77,1,1450,72.14,15.24,7.24,5.31,0.07,2
September,Harare North,Harare,Harare,Westgate,Bluffhill,-17.77401,30.98242,1509,321,128,80,6,2044,73.83,15.7,6.26,3.91,0.29,2
September,Harare North,Harare,Harare,Westgate,Bluffhill,-17.774005,30.98242,637,147,46,68,3,901,70.7,16.32,5.11,7.55,0.33,2
September,Harare North,Harare,Harare,Westgate,Bluffhill 2,-17.77634,30.96657,6708,1456,568,242,19,8993,74.59,16.19,6.32,2.69,0.21,2
September,Harare North,Harare,Harare,Westgate,Bluffhill 2,-17.776336,30.966571,1682,387,146,152,8,2375,70.82,16.29,6.15,6.4,0.34,2
September,Harare North,Harare,Harare,Westgate,Civic Centre,-17.75241,30.99682,2129,456,198,108,10,2901,73.39,15.72,6.83,3.72,0.34,2
September,Harare North,Harare,Harare,Westgate,Civic Centre,-17.752407,30.996822,707,167,60,66,3,1003,70.49,16.65,5.98,6.58,0.3,2
September,Harare North,Harare,Harare,Westgate,Emerald Hill (St Johns),-17.770744,31.025285,509,131,38,62,3,743,68.51,17.63,5.11,8.34,0.4,1
September,Harare North,Harare,Harare,Westgate,Emerald Hill (St Johns),-17.77074,31.02529,1934,435,160,129,10,2668,72.49,16.3,6,4.84,0.37,2
September,Harare North,Harare,Harare,Westgate,Emerald Hill 2nd St Ext,-17.7817,31.0374,1603,336,152,150,7,2248,71.31,14.95,6.76,6.67,0.31,2
September,Harare North,Harare,Harare,Westgate,Emerald Hill 2nd St Ext,-17.781697,31.037403,438,89,43,68,8,646,67.8,13.78,6.66,10.53,1.24,1
September,Harare North,Harare,Harare,Westgate,Emerald Hill School,-17.778084,31.03083,1017,251,62,179,7,1516,67.08,16.56,4.09,11.81,0.46,1
September,Harare North,Harare,Harare,Westgate,Emerald Hill School,-17.77808,31.03083,2139,437,169,161,14,2920,73.25,14.97,5.79,5.51,0.48,2
September,Harare North,Harare,Harare,Westgate,Golden Stairs Shops,-17.771531,31.031129,222,43,16,48,2,331,67.07,12.99,4.83,14.5,0.6,1
September,Harare North,Harare,Harare,Westgate,Golden Stairs Shops,-17.77153,31.03113,645,98,60,39,2,844,76.42,11.61,7.11,4.62,0.24,3
September,Harare North,Harare,Harare,Westgate,Good Hope,-17.74109,30.95558,7445,1355,542,143,9,9494,78.42,14.27,5.71,1.51,0.09,3
September,Harare North,Harare,Harare,Westgate,Good Hope,-17.741085,30.95558,871,233,78,52,1,1235,70.53,18.87,6.32,4.21,0.08,2
September,Harare North,Harare,Harare,Westgate,Marlborough,-17.752484,31.01276,446,96,23,42,5,612,72.88,15.69,3.76,6.86,0.82,2
September,Harare North,Harare,Harare,Westgate,Marlborough,-17.75248,31.01276,2127,429,195,88,2,2841,74.87,15.1,6.86,3.1,0.07,2
September,Harare North,Harare,Harare,Westgate,Marlborough Thorn Park,-17.74515,31.01978,2077,473,224,116,8,2898,71.67,16.32,7.73,4,0.28,2
September,Harare North,Harare,Harare,Westgate,Marlborough Thorn Park,-17.745148,31.019777,573,124,56,85,2,840,68.21,14.76,6.67,10.12,0.24,1
September,Harare North,Harare,Harare,Westgate,Mendel Training Centre,-17.76367,31.00232,3878,818,322,208,30,5256,73.78,15.56,6.13,3.96,0.57,2
September,Harare North,Harare,Harare,Westgate,New Marlborough,-17.75187,30.97578,4397,1020,380,180,19,5996,73.33,17.01,6.34,3,0.32,2
September,Harare North,Harare,Harare,Westgate,New Marlborough,-17.751865,30.97578,2358,624,194,189,17,3382,69.72,18.45,5.74,5.59,0.5,1
September,Harare North,Harare,Harare,Westgate,New Marlborough RED Roofs,-17.746364,30.987479,757,230,59,65,3,1114,67.95,20.65,5.3,5.83,0.27,1
September,Harare North,Harare,Harare,Westgate,New Marlborough RED Roofs,-17.74636,30.98748,4495,909,414,183,10,6011,74.78,15.12,6.89,3.04,0.17,2
September,Harare North,Harare,Harare,Westgate,Sunridge,-17.77821,30.99636,4362,947,370,273,20,5972,73.04,15.86,6.2,4.57,0.33,2
September,Harare North,Harare,Harare,Westgate,Sunridge,-17.778207,30.996357,1399,343,109,118,11,1980,70.66,17.32,5.51,5.96,0.56,2
September,Harare North,Harare,Harare,Westgate,Westgate,-17.76601,30.9733,1808,374,143,77,10,2412,74.96,15.51,5.93,3.19,0.41,2
September,Harare North,Harare,Harare,Westgate,Westgate,-17.766009,30.973302,884,234,70,81,1,1270,69.61,18.43,5.51,6.38,0.08,1
September,Harare North,Harare,Harare,Westgate,Westgate Complex IBS,-17.76387,30.97683,156,36,13,30,6,241,64.73,14.94,5.39,12.45,2.49,1
September,Harare North,Harare,Mazowe,Mazowe,Christon Bank,-17.601814,31.01189,183,39,7,30,0,259,70.66,15.06,2.7,11.58,0,2
September,Harare North,Harare,Mazowe,Mazowe,Christon Bank,-17.60181,31.01189,3356,541,184,73,0,4154,80.79,13.02,4.43,1.76,0,3
September,Harare North,Harare,Mazowe,Mazowe,Eskbank,-17.67353,31.00622,3909,730,292,71,3,5005,78.1,14.59,5.83,1.42,0.06,3
September,Harare North,Harare,Mazowe,Mazowe,Mt Pleasant Heights,-17.73094,31.039991,1175,276,97,153,9,1710,68.71,16.14,5.67,8.95,0.53,1
September,Harare North,Harare,Mazowe,Mazowe,Selby NRZ,-17.66834,30.9,278,57,33,0,0,368,75.54,15.49,8.97,0,0,3
September,Harare North,Harare,Zvimba,Zvimba,Mt Hampden,-17.73574,30.91055,4946,768,402,55,2,6173,80.12,12.44,6.51,0.89,0.03,3
September,Harare South,Harare,Epworth,Epworth,Epworth Glenwood,-17.926446,31.142653,1835,357,255,22,1,2470,74.29,14.45,10.32,0.89,0.04,2
September,Harare South,Harare,Epworth,Epworth,Overspill,-17.884034,31.156092,1391,245,195,14,2,1847,75.31,13.26,10.56,0.76,0.11,3
September,Harare South,Harare,Goromonzi,Goromonzi,Mbizi Game Park,-17.967474,31.132,69,18,6,2,0,95,72.63,18.95,6.32,2.11,0,2
September,Harare South,Harare,Goromonzi,Ruwa,Ruwa,-17.88892,31.24136,9577,1950,727,183,7,12444,76.96,15.67,5.84,1.47,0.06,3
September,Harare South,Harare,Harare,Belvedere,Belvedere 2 (Eyles Rd),-17.831564,31.005583,501,120,45,50,4,720,69.58,16.67,6.25,6.94,0.56,1
September,Harare South,Harare,Harare,Belvedere,Belvedere 2 (Eyles Rd),-17.83156,31.00558,2567,543,263,162,6,3541,72.49,15.33,7.43,4.57,0.17,2
September,Harare South,Harare,Harare,Belvedere,Belvedere Met Office,-17.83211,31.01748,1076,213,108,81,1,1479,72.75,14.4,7.3,5.48,0.07,2
September,Harare South,Harare,Harare,Belvedere,Belvedere Met Office,-17.832106,31.017478,376,96,32,65,0,569,66.08,16.87,5.62,11.42,0,1
September,Harare South,Harare,Harare,Belvedere,Belvedere Teachers College,-17.837554,31.011324,506,175,57,33,1,772,65.54,22.67,7.38,4.27,0.13,1
September,Harare South,Harare,Harare,Belvedere,Belvedere Teachers College,-17.83755,31.01132,2327,626,208,115,2,3278,70.99,19.1,6.35,3.51,0.06,2
September,Harare South,Harare,Harare,Belvedere,Marimba Filling Station,-17.83066,31.01008,655,138,79,51,4,927,70.66,14.89,8.52,5.5,0.43,2
September,Harare South,Harare,Harare,Belvedere,Marimba Filling Station,-17.830658,31.010082,421,76,37,66,1,601,70.05,12.65,6.16,10.98,0.17,2
September,Harare South,Harare,Harare,Belvedere,Sunrise Sports Club,-17.844612,31.01775,213,41,22,71,0,347,61.38,11.82,6.34,20.46,0,1
